KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,HTetap,Mst,StMin,StMax,StAwal,StMasuk,StKeluar,Konsi,Disc,Foto,HJUAL2,HJUAL3,MARKUP2,MARKUP3,QTY2,QTY3
'8999999528935,'8999999528935,CITRA BENGKOANG GRN TEA 120ML,PH,NULL,11000,11000,15000,36.36364,Y,N,0,0,6,0,0,N,0,,0,0,0,0,0,0
'8999999528881,'8999999528881,CITRA BENGKOANG GRN TEA 230ML,PH,NULL,19000,19000,25000,31.57895,Y,N,0,0,6,0,2,N,0,,0,0,0,0,0,0
'p,'0,big top,JAS,NULL,0,0,65000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8997025730123,'8997025730123,OXYGEN 470ML,BTL,MINUMAN,8500,8500,12000,41.17647,Y,N,0,0,6,24,5,N,0,,0,0,0,0,0,0
'8997017791262,'8997017791262,WIN BOLD KRETEK FILTER,SBN,NULL,24900,24900,27000,8.43373,Y,N,0,0,2,4,6,N,0,,0,0,0,0,0,0
'8999999036638,'8999999500399,LUX BOTANICALS,SBN,NULL,3000,3000,5000,66.66667,Y,N,12,0,0,0,10,N,0,,0,0,0,0,0,0
'8999908059802,'8999908059802,My Baby 50g,TS,NULL,0,0,8000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'5544,'5544,SANDAL SWALLOW,SNK,SNACK,11000,12250,20000,81.81818,N,N,0,0,0,9,3,N,0,,0,0,0,0,0,0
'8995108509574,'8995108509574,KUACI RRBO 70G GREEN TEA,NULL,NULL,8500,8500,11000,29.41176,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8992752112013,'8992752112013,MIZONE LYCHEE LEMON 500ML,BTL,MINUMAN,3500,3500,6000,71.42857,N,N,0,0,12,118,167,N,0,,0,0,0,0,0,0
'8990333811119,'8990333811119,LOTTE CHOCO PIE MARSHMALLOW,CKL,COKELAT,1833,1833,3500,90.94381,N,N,0,0,36,12,81,N,0,,0,0,0,0,0,0
'8992696426528,'8992696426528,SUSU NESTLE KENTAL MANIS,SS,SUSU,11000,11000,17000,54.54545,N,N,0,0,5,0,2,N,0,,0,0,0,0,0,0
'8998866103954,'8998866103954,SIKAT GIGI CIPTADEN EXTRACLEAN,SG,NULL,2583,2583,10000,287.14673,N,N,0,0,12,0,25,N,0,,0,0,0,0,0,0
'8998866202725,'8998866202725,MILKU COKLAT,SS,SUSU,2650,2650,5000,88.67925,Y,N,0,0,12,52,34,N,0,,0,0,0,0,0,0
'8996196004705,'8996196004705,PIATTOS SAMBAL GEPREK 78G,MKN,NULL,8700,8700,10000,25,N,N,0,0,0,2,11,N,0,,0,0,0,0,0,0
'8996196004651,'8996196004651,PIATTOS SAMBAL MATAH 78G,MKN,NULL,8700,8700,10000,25,N,N,0,0,0,2,6,N,0,,0,0,0,0,0,0
'089686598896,'089686598896,CHITATO SAPI PANGGANG 120G,MKN,NULL,14000,0,17000,21.42857,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8886013221203,'8886013221203,TWISTKO JAGUNG BAKAR 70G,MKN,NULL,7000,7000,9000,28.57143,N,N,0,0,12,23,37,N,0,,0,0,0,0,0,0
'8998866202664,'8998866202664,POTABEE WAGYU BEEF STEAK 58G,MKN,NULL,8200,8200,10000,28.20513,N,N,0,0,6,9,11,N,0,,0,0,0,0,0,0
'8852961003222,'8852961003222,SUTRA HITAM,CDM,NULL,5417,5417,12000,121.52483,N,N,0,0,24,0,10,N,0,,0,0,0,0,0,0
'8996196003609,'8996196003609,PIATTOS IGA PENYET 78G,MKN,NULL,8000,,10000,25,N,N,0,0,6,0,4,N,0,,8000,8000,0,0,0,0
'8992747180126,'8992747180126,VIXAL 470ML,PH,NULL,15500,14500,19000,22.58065,N,N,0,0,6,5,5,N,0,,0,0,0,0,0,0
'8992716109561,'8992716109561,biskuat cocklat,MKN,NULL,6750,6750,10000,48.14815,N,N,4,0,0,0,3,N,0,,0,0,0,0,0,0
'8992716108816,'8992716108816,Biskuat Original,MKN,NULL,6750,6750,10000,48.14815,Y,N,6,0,0,0,4,N,0,,0,0,0,0,0,0
'4800361000239,'4800361000239,KOKOKRUNCH 330G,MKN,NULL,35000,35000,45000,28.57143,Y,N,2,0,0,0,2,N,0,,0,0,0,0,0,0
'4800361028165,'4800361028165,HONEY STARS 300G,MKN,NULL,35000,35000,45000,28.57143,Y,N,2,0,0,0,1,N,0,,0,0,0,0,0,0
'4800361291446,'4800361291446,MILO  NESTLE 330G,MKN,NULL,35000,35000,45000,28.57143,N,N,2,0,0,0,1,N,0,,0,0,0,0,0,0
'4800361356367,'4800361356367,KOKOKRUNCH DOU 330G,MKN,NULL,38000,38000,47000,23.68421,Y,N,2,0,0,0,1,N,0,,0,0,0,0,0,0
'8996196002954,'8996196002954,PITTATOS RUMPUT LAUT 75G,MKN,NULL,7800,7800,10000,28.20513,Y,N,10,0,0,14,15,N,0,,0,0,0,0,0,0
'8992775204009,'8992775204009,KACANG GARUDA ATOM 130G,MKN,NULL,8000,8000,12000,50,Y,N,12,0,0,0,12,N,0,,0,0,0,0,0,0
'8994834002489,'8994834002489,TWISTKO JAGUNG BAKAR KEJU 70G,SNK,SNACK,5000,5000,7000,40,Y,N,10,0,0,0,6,N,0,,0,0,0,0,0,0
'CP,'CP,"CHOCO PIE MARSH,ALLOW",MKN,NULL,1850,1850,4000,116.21622,N,N,60,0,0,24,72,N,0,,0,0,0,0,0,0
'8996001301579,'8996001301579,MALKIS COKLAT KELAPA 135G,NULL,NULL,5500,5500,8000,45.45455,N,N,0,0,10,6,17,N,0,,0,0,0,0,0,0
'8886013236207,'8886013236207,FRENCH FRIES 138G,NULL,NULL,14900,13309.09,18000,20.80537,N,N,0,0,18,10,31,N,0,,0,0,0,0,0,0
'8997222130016,'8997222130016,MIE LEMONILO GORENG 80G,MIE,MIE,6000,6000,8000,33.33333,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8991915101512,'8991915101512,BULLS,NULL,NULL,9600,9600,12000,25,N,N,0,0,0,97,129,N,0,,0,0,0,0,0,0
'8992761136031,'8992761136031,SPRITE 1.5 L,BTL,MINUMAN,12000,12000,20000,66.66667,N,N,0,0,0,0,18,N,0,,0,0,0,0,0,0
'089686596441,'089686596441,LAYS  35G,NULL,NULL,6100,6100,8000,31.14754,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'089686598025,'089686598025,CHITATO SAPI PANGGANG 35G,MKN,NULL,5000,5000,7000,40,N,N,0,0,0,40,96,N,0,,0,0,0,0,0,0
'8998866605649,'8998866605649,RAPIKA,NULL,NULL,4750,4750,10000,110.52632,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8999999403188,'8999999403188,MOLTO,NULL,NULL,15000,15000,20000,33.33333,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8996001354001,'8996001354001,KALPA  24G,C,CEMILAN,1750,1750,3000,71.42857,Y,N,0,0,12,48,113,N,0,,0,0,0,0,0,0
'8998866202923,'8998866202923,FLORIDINA COCO,BTL,MINUMAN,2800,2800,5000,78.57143,Y,N,0,0,12,287,333,N,0,,0,0,0,0,0,0
'8991914101056,'8991914101056,GLORY,NULL,NULL,13200,13200,15000,13.63636,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8999168211354,'8999168211354,ESSE CHANGE 16,NULL,NULL,28700,28700,31000,8.01394,N,N,0,0,0,2,7,N,0,,0,0,0,0,0,0
'8998866610087,'8998866610087,TEH JAVANA ORIGINAL 350ML,BTL,MINUMAN,2300,2300,5000,117.3913,N,N,0,0,0,18,20,N,0,,0,0,0,0,0,0
'8992775712627,'8992775712627,MYTEA TEH OOLONG 320ML,BTL,MINUMAN,3050,3050,5000,63.93443,N,N,0,0,0,7,9,N,0,,0,0,0,0,0,0
'9312412513216,'9312412513216,HERO CASUAL BOLD,NULL,NULL,12500,12500,15000,20,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'9312412513193,'9312412513193,HERO CASUAL GENTLE,NULL,NULL,17000,17000,18000,5.88235,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'9312412513155,'9312412513155,HERO CASUAL BLUE,NULL,NULL,24000,24000,25000,4.16667,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8991915101048,'8991915101048,BULL,NULL,NULL,17400,17400,19000,9.1954,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8991906101453,'8991906101453,DJ NEXT,NULL,NULL,14500,14500,16000,10.34483,N,N,0,0,0,0,-1,N,0,,0,0,0,0,0,0
'kapas,'kapas,perban,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8998866202930,'8998866202930,POP MIE SEDAP CUP,NULL,NULL,4500,4500,7000,79.48718,N,N,0,0,0,3,10,N,0,,0,0,0,0,0,0
'8993988355588,'8993988355588,Joyko SPI-11,BK,BUKU,4300,4300,7000,62.7907,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'soklin,'soklin,PEMBERSIH LANTAI JERIGEN,NULL,NULL,37000,37000,50000,35.13514,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8997225200235,'8997225200235,BEER BINTANG ZERO CAN,NULL,NULL,6700,6700,12000,79.10448,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'sik,'sik,SIKAT CUCIAN,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,15,N,0,,0,0,0,0,0,0
'8886012883242,'8886012883242,KAPUR BARUS DAHLIA LEMON,NULL,NULL,0,0,12000,0,N,N,0,0,2,0,2,N,0,,0,0,0,0,0,0
'8992761136048,'8992761136048,FANTA ORANGE 1500ML,NULL,NULL,12000,12000,20000,66.66667,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8997218380142,'8997218380142,ICHITAN THAI MANGGO,NULL,NULL,7250,7250,8500,20.56738,N,N,0,0,0,57,16,N,0,,0,0,0,0,0,0
'089686827729,'089686827729,COCO BIT,NULL,NULL,5750,5750,8000,45.45455,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'711844120082,'711844120082,ABC SAMBAL,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8993175548014,'8993175548014,NEXTAR,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,0,10,33,N,0,,0,0,0,0,0,0
'8992775203408,'8992775203408,GARUDA ROSTA BAWANG 11G,NULL,NULL,850,850,2500,194.11765,N,N,0,0,0,140,127,N,0,,0,0,0,0,0,0
'4891138947260,'4891138947260,SENTER EVEREADY KECIL,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8997777080323,'8997777080323,National tape,BTL,MINUMAN,9000,12000,13000,44.44444,N,N,0,0,0,2,3,N,0,,0,0,0,0,0,0
'8996001350843,'8996001350843,SUPERSTAR SNAP 28G,CKL,COKELAT,1750,1716.67,2500,42.85714,N,N,0,0,0,72,78,N,0,,0,0,0,0,0,0
'8993039112511,'8993039112511,REGAL,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'053314502111,'053314502111,Kusuka Barbeque,SNK,SNACK,13500,13500,16000,18.51852,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'653314502540,'653314502540,Kusuka BALADO,SNK,SNACK,13500,13500,16000,18.51852,Y,N,0,0,3,0,1,N,0,,13500,0,0,0,0,0
'653314502151,'653314502151,KUSUKA AYAM LADA,SNK,SNACK,13500,13500,16000,18.51852,Y,N,0,0,4,0,4,N,0,,0,0,0,0,0,0
'8996001300121,'8996001300121,ROMA MARIE GOLD,WFR,WAFFER,15000,15000,18000,20,Y,N,0,0,10,0,5,N,0,,0,0,0,0,0,0
'8995077604508,'8995077604508,SUKRO polong,SNK,SNACK,800,800,1500,87.5,Y,N,0,0,20,0,11,N,0,,0,0,0,0,0,0
'8990333811218,'8990333811218,LOTTE CHOCOPIE 2/PACK 56G,CML,CEMILAN,5625,5625,7000,24.44444,Y,N,0,0,48,0,47,N,0,,0,0,0,0,0,0
'8996001305249,'8996001305249,ROMA KELAPA CREAM 180G,CML,CEMILAN,9333,10499.5,12000,28.57602,Y,N,0,0,10,6,16,N,0,,0,0,0,0,0,0
'8998899001920,'8998899001920,"BAYGON BAKAR MAX F.S 0,015MC",BYN,NULL,3300,3300,8000,142.42424,Y,N,0,0,6,0,21,N,0,,0,0,0,0,0,0
'8998866603034,'8998866603034,SUPER SOL PINE 450ML,PH,NULL,12500,12500,18000,44,Y,N,0,0,5,0,2,N,0,,0,0,0,0,0,0
'8998866606363,'8998866606363,SUPER SOL LEMON 450ML,PH,NULL,13500,13500,18000,33.33333,Y,N,0,0,5,0,1,N,0,,0,0,0,0,0,0
'8993560148003,'8993560148003,"TIGA RODA JUMBO 0,30MC",BYN,NULL,5166,5166,8000,54.85869,Y,N,0,0,6,0,5,N,0,,0,0,0,0,0,0
'8998866500319,'8998866500319,ALE-ALE JERUK 180ML,BTI,NULL,875,875,1500,71.42857,Y,N,0,0,24,1019,285,N,0,,0,0,0,0,0,0
'8992745705420,'8992745705420,HIT LILI BLOSSOM 400ML,NULL,NULL,27500,27500,35000,27.27273,N,N,0,0,0,3,4,N,0,,0,0,0,0,0,0
'8997206581476,'8997206581476,BEER BINTANG CRYSTAL 330ML,BEER,BEER,22000,22000,27000,22.72727,Y,N,0,0,12,76,144,N,0,,0,0,0,0,0,0
'8997009461487,'8997009461487,MIKO,NULL,NULL,1800,1263.04,2500,38.88889,N,N,0,0,0,30,10,N,0,,0,0,0,0,0,0
'7622201430184,'7622201430184,OREO ORIGINAL 38G,SNK,SNACK,1708,1708,3000,75.64403,N,N,0,0,24,156,99,N,0,,0,0,0,0,0,0
'pnsl,'pnsl,Pensil,NULL,NULL,0,0,3000,0,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'089686400526,'089686400526,saos pedas manis,NULL,NULL,5500,5500,8000,0,N,N,0,0,0,3,6,N,0,,0,0,0,0,0,0
'8991918101045,'8991918101045,SCORPION,NULL,NULL,16800,16800,18000,7.14286,N,N,0,0,0,0,-1,N,0,,0,0,0,0,0,0
'8999168211330,'8999168211330,POP PUNCH,NULL,NULL,31200,31200,34000,8.97436,N,N,0,0,0,7,11,N,0,,0,0,0,0,0,0
'mrp,'mrp,MARLBORO,RK,ROKOK,29600,29600,40000,35.13514,N,N,0,0,0,0,13,N,0,,0,0,0,0,0,0
'8990800022437,'8990800022437,ALPENLIEBE KARAMEL,NULL,NULL,7500,7500,10000,33.33333,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8997027800176,'8997027800176,asa,NULL,NULL,7000,7000,10000,42.85714,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'089686732016,'089686732016,CHITATO LITE SEAWEED 35G,C,CEMILAN,5000,5000,7000,40,N,N,0,0,19,44,54,N,0,,0,0,0,0,0,0
'8992745550525,'8992745550525,TISSUE MITU BABY 50 SHEETS,TS,NULL,12000,12000,16000,33.33333,N,N,0,0,6,0,3,N,0,,0,0,0,0,0,0
'8992750540856,'8992750540856,MITU BABY 20 SHEET,TS,NULL,4800,4800,10000,108.33333,N,N,0,0,6,0,3,N,0,,0,0,0,0,0,0
'8991038775553,'8991038775553,COTTON BUD SELECTION,NULL,NULL,4800,5307.69,10000,108.33333,N,N,0,0,12,10,13,N,0,,0,0,0,0,0,0
'8999909003439,'8999909003439,MARLBORO KRETEK 12,RK,ROKOK,9300,9300,12000,29.03226,N,N,0,0,10,10,19,N,0,,0,0,0,0,0,0
'887961931341,'887961931341,UNO EXPRESS,KRT,KARTU,0,0,15000,0,N,N,0,0,2,0,1,N,0,,0,0,0,0,0,0
'8997026180309,'8997026180309,ROTI KEVIN`S 32G,RTI,NULL,1700,1700,2500,47.05882,N,N,0,0,10,67,34,N,0,,1590.88,0,-6.41892,0,0,0
'8997225840035,'8997225840035,ROTI AOKA STRAWBERRY 65G,RTI,NULL,1800,1800,3000,66.66667,N,N,0,0,10,15,22,N,0,,0,0,0,0,0,0
'8997026180620,'8997026180620,ROTI KEVIN`S BROWNIES,RTI,NULL,1000,1000,1500,50,N,N,0,0,0,14,4,N,0,,0,0,0,0,0,0
'8997222130207,'8997222130207,MIE LEMONILO KARI AYAM 73G,MIE,MIE,6000,6000,8000,33.33333,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992775000793,'8992775000793,GARUDA ROSTA PEDAS 11G,KCK,KACANG,850,850,1500,76.47059,N,N,0,0,0,90,121,N,0,,0,0,0,0,0,0
'8992628022149,'8992628022149,MINYAK BIMOLI 1L,MYK,NULL,0,0,18000,0,N,N,0,0,4,0,3,N,0,,0,0,0,0,0,0
'8990800020013,'8990800020013,MENTOS MINT 135G,P,PERMEN,6000,5833.33,8000,33.33333,N,N,0,0,0,4,5,N,0,,0,0,0,0,0,0
'50017898,'50017898,FISHERMANS FRIEND CHERRY 25G,P,PERMEN,0,0,20000,0,N,N,0,0,0,0,-2,N,0,,0,0,0,0,0,0
'8998009010569,'8998009010569,ULTRA MILK COKLAT 200ML,BTL,MINUMAN,5000,5000,6000,20,N,N,0,0,24,51,59,N,0,,0,0,0,0,0,0
'8996006858108,'8996006858108,FRUIT TEA STRAWBERRY 350ML,BTL,MINUMAN,3350,3350,5000,49.25373,N,N,0,0,4,56,76,N,0,,0,0,0,0,0,0
'8996006858092,'8996006858092,FRUIT TEA GUAVA 350ML,BTL,MINUMAN,3667,3667,5000,36.35124,N,N,0,0,8,61,50,N,0,,0,0,0,0,0,0
'4891138947666,'4891138947666,SENTER EVEREADY BESAR,STR,NULL,0,0,30000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992765101004,'8992765101004,GILLETTE GOAL SUPER PLATINUM,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'5013405650430,'5013405650430,SUPERMAX SWIFT 3 BLADE 4,PCK,NULL,0,0,20000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'0014,'0014,CASTOL KECIL 21CCM,NULL,NULL,0,0,6000,0,N,N,0,0,12,0,3,N,0,,0,0,0,0,0,0
'0015,'0015,CASTOL BESAR 51CCM,NULL,NULL,0,0,10000,0,N,N,0,0,12,0,2,N,0,,0,0,0,0,0,0
'8992803270303,'8992803270303,NOSY SHAMPOO MOBIL,SMP,NULL,1042,1042,2500,139.92322,N,N,0,0,8,48,2,N,0,,0,0,0,0,0,0
'8999818746410,'8999818746410,DOUBLE TAPE HITAM BESAR 24MM,LBN,NULL,0,0,10000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8997777070218,'8997777070218,DOUBLE TAPE PUTIH KECIL 12MM,LBN,NULL,0,0,5000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8999818797405,'8999818797405,LEM WATER GLUE,NULL,NULL,0,0,5000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8886012882245,'8886012882245,KAPUR BARUS DAHLIA,NULL,NULL,0,0,12000,0,N,N,0,0,4,0,1,N,0,,0,0,0,0,0,0
'0016,'0016,FLUG MATSUI 3 SISI HIJAU,FLG,NULL,0,0,30000,0,N,N,0,0,4,0,5,N,0,,0,0,0,0,0,0
'6957029422099,'6957029422099,LAMPU FANOS UKTRA 9W,LMP,NULL,0,0,37000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8718291777342,'8718291777342,LAMPU PHILIPS 5W,LMP,NULL,0,0,17000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8993988345039,'8993988345039,JOYKO STAMP PAD,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'6920911699565,'6920911699565,SISIR SHUMEIJIA,NULL,NULL,0,0,8000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'0018,'0018,SISIR KECIL,NULL,NULL,0,0,6000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'0019,'0019,SISIR SEDANG COKLAT,NULL,NULL,0,0,7000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'0020,'0020,BENANG,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8992931006256,'8992931006256,TISSUE TESSA KECIL 6 PCS,NULL,NULL,5000,5000,18000,0,N,N,0,0,2,5,3,N,0,,0,0,0,0,0,0
'0021,'0021,TISSUE PASEO 6 PCS,NULL,NULL,0,0,18000,0,N,N,0,0,2,0,0,N,0,,0,0,0,0,0,0
'0022,'0022,TISSUE PASEO KECIL,NULL,NULL,0,0,3000,0,N,N,0,0,6,0,40,N,0,,0,0,0,0,0,0
'0023,'0023,TISSUE TESSA KECIL,NULL,NULL,1250,1250,3000,0,N,N,0,0,6,18,9,N,0,,0,0,0,0,0,0
'8993053141474,'8993053141474,TISSUE PASEO KECIL 10 PCS,NULL,NULL,0,0,20000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'0024,'0024,TISSUE MITU BABY 20 SHEETS,NULL,NULL,0,0,7000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8992931029521,'8992931029521,TISSUE TOILET MULTI,NULL,NULL,3500,3416.67,7000,100,N,N,0,0,0,26,9,N,0,,0,0,0,0,0,0
'8995150101696,'8995150101696,M + SUSU KOTAK,NULL,NULL,0,0,8000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'055500130153,'055500130153,S.O.S APPLE WONDER 4L,PH,NULL,0,0,50000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'055500130160,'055500130160,S.O.S LEMON TWIST 4L,PH,NULL,0,0,50000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992994110112,'8992994110112,YAKULT 5 PCS,BTL,MINUMAN,1700,1700,12500,635.29412,N,N,0,0,0,5,36,N,0,,0,0,0,0,0,0
'8996196000905,'8996196000905,PIATTOS BBQ 75G,C,CEMILAN,9000,8607.69,12000,33.33333,N,N,0,0,6,21,14,N,0,,0,0,0,0,0,0
'089686598186,'089686598186,CHITATO AYAM BBQ 68G,C,CEMILAN,9500,8800,12000,26.31579,N,N,0,0,12,3,9,N,0,,0,0,0,0,0,0
'8990800022550,'8990800022550,MENTOS FRUIT 29G,P,PERMEN,2357,2357,4000,69.70725,Y,N,0,0,34,14,43,N,0,,0,0,0,0,0,0
'089686060461,'089686060461,POP MIE KARI AYAM 75G,MIE,MIE,4500,4500,7000,55.55556,Y,N,0,0,11,52,61,N,0,,0,0,0,0,0,0
'ice,'ice,ICE CUBE KECIL,ES,ESKRIM,5000,5000,7000,40,N,Y,0,0,0,0,0,N,0,,0,0,0,0,0,0
'ess,'ess,ES CUBE KECIL,ES,ESKRIM,5000,5000,7000,40,N,N,0,0,0,0,8,Y,0,,0,0,0,0,0,0
'8998103011363,'8998103011363,COTTON BUDS CUSSON BABY 50 STI,CTB,NULL,3000,3000,4000,33.33333,N,N,0,0,5,0,0,N,0,,0,0,0,0,0,0
'0028,'0028,COTTON BUDS ELISABETH PCS,CTB,NULL,0,0,2000,0,N,Y,0,0,0,0,0,N,0,,0,0,0,0,0,0
'0034,'0034,ISOLASI KECIL BENING,NULL,NULL,1500,1875,3000,0,N,N,0,0,0,10,2,N,0,,0,0,0,0,0,0
'749921010414,'749921010414,NUTRI SARI JERUK 11G,BTL,MINUMAN,1100,1100,1500,36.36364,N,N,0,0,20,0,10,N,0,,0,0,0,0,0,0
'8993500019912,'8993500019912,MARIMAS JERUK,BTL,MINUMAN,300,300,1500,400,N,N,0,0,40,0,21,N,0,,0,0,0,0,0,0
'0035,'0035,MAP KERTAS,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,10,N,0,,0,0,0,0,0,0
'8996001351888,'8996001351888,WAFELLO BUTTER CARAMEL 48G,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,10,10,25,N,0,,0,0,0,0,0,0
'8996001318980,'8996001318980,BETTER VANILLA CREAM ISI 10,MKN,NULL,6500,6500,9000,38.46154,N,N,0,0,4,18,20,N,0,,0,0,0,0,0,0
'8999999390181,'8999999390181,SUNLIGHT JERUK NIPIS 400ML,PH,NULL,10000,10000,13000,30,N,N,0,0,4,0,3,N,0,,0,0,0,0,0,0
'8998866201995,'8998866201995,CEO COFFEE CARAMEL MACHIATO,KOPI,COFFEE,0,0,2000,0,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8998866201971,'8998866201971,NEO COFFEE MOCCACHINO,KOPI,COFFEE,0,0,2000,0,N,N,0,0,0,0,23,N,0,,0,0,0,0,0,0
'8994171101081,'8994171101081,LUWAK KOPI + GULA,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,68,N,0,,0,0,0,0,0,0
'8994171101968,'8994171101968,LUWAK WHITE COFFEE TARIKMALAKA,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8991002114067,'8991002114067,PIKOPI MOCCACHINO,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8998866202626,'8998866202626,TOP COFFEE GULA AREN,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8998866203074,'8998866203074,TOP COFFEE BARISTA KOPI + GULA,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8998866803281,'8998866803281,TOP COFFEE PLUS,NULL,NULL,0,0,2000,0,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8992946532733,'8992946532733,MINYAK GORENG HEMAT 500ML,NULL,NULL,10500,10500,14000,33.33333,N,N,0,0,0,17,21,N,0,,0,0,0,0,0,0
'089686598018,'089686598018,CHITATO SAPI PANGGANG 15G,C,CEMILAN,1750,1750,2500,42.85714,N,N,0,0,0,70,40,N,0,,0,0,0,0,0,0
'089686732009,'089686732009,CHITATO LITE 14G,C,CEMILAN,1750,1750,2500,42.85714,N,N,0,0,0,70,43,N,0,,0,0,0,0,0,0
'8997207198871,'8997207198871,COUNTRY INTERNATIONAL,RK,ROKOK,25800,25800,29000,12.4031,N,N,0,0,0,402,688,N,0,,0,0,0,0,0,0
'8994755030325,'8994755030325,GOOD TIME DOUBLE CHOC 16G,CKL,COKELAT,875,875,1500,71.42857,N,N,0,0,0,72,34,N,0,,0,0,0,0,0,0
'8991001501097,'8991001501097,CHACHA MILK CHOCOLATE 50GR,CKL,COKELAT,8127,8127,10000,23.04663,N,N,0,0,7,38,20,N,0,,0,0,0,0,0,0
'4987176092267,'4987176092267,GILLETTE BLUE 2 FLEXI,PCK,NULL,9800,9800,12000,22.44898,N,N,0,0,0,24,17,N,0,,0,0,0,0,0,0
'8994834000218,'8994834000218,GORIORIO VANILLA,C,CEMILAN,450,450,500,11.11111,N,N,0,0,0,40,16,N,0,,0,0,0,0,0,0
'8996006858160,'8996006858160,FRUIT TEA BLACKCURRANT,BTL,MINUMAN,3667,3667,5000,36.35124,N,N,0,0,0,86,116,N,0,,0,0,0,0,0,0
'8996006858115,'8996006858115,FRUIT TEA FEEZE 350ML,BTL,MINUMAN,3675,3675,5000,36.05442,Y,N,6,0,0,93,50,N,0,,0,0,0,0,0,0
'8850389108048,'8850389108048,MOGU MOGU MANGGA,BTL,MINUMAN,9000,9000,11000,22.22222,Y,N,6,0,0,9,12,N,0,,0,0,0,0,0,0
'053314502227,'053314502227,KUSUKA BLACKPEPPER 60G,C,CEMILAN,6000,6000,8000,33.33333,Y,N,4,0,1,12,5,N,0,,0,0,0,0,0,0
